Id,LotArea,Utilities,HouseStyle,OverallQual,OverallCond,YearRemodAdd,HeatingQC,KitchenQual,Functional,GarageType,SaleType,SalePrice
955,9400,AllPub,SFoyer,6,5,1975,TA,TA,Typ,NA,WD,127500
956,7136,AllPub,2Story,6,6,1950,TA,TA,Typ,Attchd,WD,145000
957,1300,AllPub,2Story,6,6,1980,TA,TA,Typ,Attchd,WD,124000
958,7420,AllPub,1Story,5,5,1962,TA,TA,Typ,Detchd,WD,132000
959,8450,AllPub,1Story,7,5,2003,Ex,Gd,Typ,Attchd,WD,185000
960,2572,AllPub,2Story,7,5,1999,Ex,Gd,Typ,Detchd,WD,155000
961,7207,AllPub,1Story,5,7,2008,Gd,TA,Typ,NA,WD,116500
962,12227,AllPub,2Story,6,7,1995,TA,TA,Typ,Attchd,WD,272000
963,2308,AllPub,2Story,6,6,1976,TA,Gd,Typ,Detchd,WD,155000
964,11923,AllPub,1Story,9,5,2007,Ex,Ex,Typ,Attchd,WD,239000
965,11316,AllPub,2Story,7,5,2003,Ex,Gd,Typ,BuiltIn,WD,214900
966,10237,AllPub,2Story,6,5,2007,Ex,Gd,Typ,Attchd,New,178900
967,9600,AllPub,1.5Fin,5,7,1950,Ex,TA,Min2,Detchd,WD,160000
968,7390,AllPub,1Story,5,7,1955,TA,TA,Typ,Attchd,WD,135000
969,5925,AllPub,1.5Fin,3,6,1950,Fa,TA,Typ,NA,WD,37900
970,10382,AllPub,SLvl,6,5,1958,TA,TA,Typ,Attchd,ConLD,140000
971,10800,AllPub,1.5Fin,4,4,1950,TA,TA,Typ,NA,WD,135000
972,2268,AllPub,2Story,7,5,2004,Ex,Gd,Typ,BuiltIn,WD,173000
973,7892,AllPub,1Story,6,5,1979,TA,TA,Typ,Attchd,WD,99500
974,11639,AllPub,1Story,7,5,2008,Ex,Gd,Typ,Attchd,New,182000
975,11414,AllPub,2Story,7,8,1993,TA,Gd,Typ,Detchd,WD,167500
976,2651,AllPub,2Story,7,5,2000,Ex,Gd,Typ,Detchd,WD,165000
977,5900,AllPub,1Story,4,7,1958,TA,Fa,Typ,NA,WD,85500
978,4274,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,New,199900
979,9450,AllPub,1Story,4,5,1954,Ex,TA,Typ,Detchd,WD,110000
980,8816,AllPub,1Story,5,6,1963,TA,TA,Typ,Detchd,WD,139000
981,12122,AllPub,SFoyer,7,9,2007,Gd,Ex,Typ,Attchd,WD,178400
982,12203,AllPub,2Story,8,5,1999,Ex,Gd,Typ,Attchd,WD,336000
983,3182,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,WD,159895
984,11250,AllPub,2Story,8,5,2002,Ex,Gd,Typ,Attchd,WD,255900
985,10125,AllPub,1.5Fin,5,5,1977,TA,Gd,Typ,Attchd,COD,126000
986,10880,AllPub,1Story,5,5,1950,TA,TA,Typ,Detchd,ConLD,125000
987,5310,AllPub,1.5Fin,6,8,2003,Gd,Gd,Typ,Attchd,WD,117000
988,10159,AllPub,1Story,9,5,2010,Ex,Ex,Typ,Attchd,New,395192
989,12046,AllPub,2Story,6,6,1976,TA,Gd,Typ,Attchd,WD,195000
990,8125,AllPub,2Story,7,5,2006,Ex,Gd,Typ,Attchd,New,197000
991,9452,AllPub,2Story,8,5,1998,Ex,Gd,Typ,Attchd,WD,348000
992,17671,AllPub,2Story,8,9,1986,Gd,Gd,Typ,Attchd,WD,168000
993,9760,AllPub,2Story,6,8,1993,Gd,Gd,Typ,Attchd,WD,187000
994,8846,AllPub,2Story,6,5,2006,Ex,Gd,Typ,Attchd,New,173900
995,12456,AllPub,1Story,10,5,2007,Ex,Ex,Typ,Attchd,WD,337500
996,4712,AllPub,1.5Fin,4,7,1950,TA,TA,Typ,Detchd,WD,121600
997,10659,AllPub,1Story,5,6,1961,TA,TA,Typ,Attchd,COD,136500
998,11717,AllPub,1Story,6,6,1970,TA,TA,Typ,Attchd,WD,185000
999,9786,AllPub,1Story,3,4,1950,Fa,TA,Typ,Detchd,WD,91000
1000,6762,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,WD,206000
1001,10206,AllPub,1Story,3,3,1952,Fa,Fa,Min1,Detchd,WD,82000
1002,5400,AllPub,1Story,5,6,1950,Ex,Ex,Typ,Detchd,WD,86000
1003,11957,AllPub,1Story,8,5,2006,Ex,Gd,Typ,Attchd,WD,232000
1004,11500,AllPub,1Story,5,6,1976,Fa,TA,Typ,Detchd,WD,136905
1005,3182,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,WD,181000
1006,8385,AllPub,SLvl,5,8,1977,TA,TA,Typ,Attchd,WD,149900
1007,12155,AllPub,1Story,6,3,1970,Gd,TA,Typ,Attchd,WD,163500
1008,2217,AllPub,2Story,4,4,1970,TA,TA,Typ,Attchd,WD,88000
1009,12118,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,240000
1010,6000,AllPub,1.5Fin,5,5,1950,Ex,TA,Typ,NA,WD,102000
1011,21286,AllPub,1.5Fin,5,5,1950,TA,TA,Typ,Attchd,WD,135000
1012,9825,AllPub,1Story,5,5,1965,TA,TA,Typ,NA,WD,100000
1013,10592,AllPub,2Story,6,7,1996,TA,Gd,Typ,Detchd,WD,165000
1014,7200,AllPub,1Story,5,4,2006,TA,TA,Maj2,Detchd,WD,85000
1015,11664,AllPub,1Story,6,5,1950,TA,TA,Typ,Detchd,WD,119200
1016,8400,AllPub,2Story,8,6,2001,Ex,Gd,Typ,Attchd,WD,227000
1017,11883,AllPub,1Story,7,5,1996,Ex,Gd,Typ,Attchd,WD,203000
1018,5814,AllPub,1Story,8,5,1984,Gd,Gd,Typ,Attchd,COD,187500
1019,10784,AllPub,SLvl,7,5,1992,Gd,Gd,Typ,Attchd,WD,160000
1020,3013,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,213490
1021,7024,AllPub,1Story,4,5,2005,Ex,Gd,Typ,Attchd,WD,176000
1022,7406,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,New,194000
1023,9439,AllPub,1.5Fin,5,5,1950,Gd,TA,Typ,Detchd,WD,87000
1024,3182,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,WD,191000
1025,15498,AllPub,1Story,8,6,1976,TA,Gd,Typ,Attchd,COD,287000
1026,7700,AllPub,1Story,5,5,1972,TA,TA,Typ,Detchd,WD,112500
1027,9300,AllPub,1Story,5,5,1960,TA,TA,Typ,Attchd,WD,167500
1028,9520,AllPub,1Story,8,5,2008,Ex,Gd,Typ,Attchd,New,293077
1029,9492,AllPub,1.5Fin,5,5,1950,TA,TA,Typ,Attchd,WD,105000
1030,1680,AllPub,2Story,6,7,1972,Gd,TA,Typ,Detchd,WD,118000
1031,7082,AllPub,2Story,5,8,1995,Gd,TA,Typ,NA,WD,160000
1032,15863,AllPub,2.5Fin,7,3,1970,Ex,TA,Typ,Basment,WD,197000
1033,14541,AllPub,2Story,8,7,1993,Ex,Gd,Typ,Attchd,WD,310000
1034,8125,AllPub,1Story,7,5,2002,Ex,Gd,Typ,Attchd,WD,230000
1035,6305,AllPub,1Story,5,7,1950,Ex,Fa,Typ,Basment,WD,119750
1036,11500,AllPub,1Story,4,3,1957,Ex,TA,Typ,Detchd,WD,84000
1037,12898,AllPub,1Story,9,5,2008,Ex,Ex,Typ,Attchd,WD,315500
1038,9240,AllPub,2Story,8,5,2002,Ex,Gd,Typ,BuiltIn,WD,287000
1039,1533,AllPub,2Story,4,6,2008,TA,TA,Typ,NA,WD,97000
1040,1477,AllPub,SFoyer,4,4,1970,TA,TA,Typ,Attchd,WD,80000
1041,13125,AllPub,1Story,5,4,2000,Ex,TA,Maj1,Attchd,WD,155000
1042,9130,AllPub,2Story,6,8,2000,Gd,Gd,Typ,Attchd,WD,173000
1043,5381,AllPub,1Story,6,5,2005,Ex,Gd,Typ,Attchd,WD,196000
1044,11839,AllPub,2Story,7,5,1990,Ex,Gd,Typ,Attchd,WD,262280
1045,9600,AllPub,1Story,8,5,1981,TA,Gd,Typ,Attchd,WD,278000
1046,13680,AllPub,1Story,3,5,1955,Ex,TA,Min2,Attchd,WD,139600
1047,16056,AllPub,2Story,9,5,2006,Ex,Ex,Typ,BuiltIn,New,556581
1048,9245,AllPub,1Story,5,5,1995,Ex,TA,Typ,Detchd,WD,145000
1049,21750,AllPub,1Story,5,4,2006,TA,TA,Min1,Attchd,WD,115000
1050,11100,AllPub,1Story,4,7,2006,Ex,Gd,Typ,Detchd,WD,84900
1051,8993,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,New,176485
1052,11175,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,New,200141
1053,9500,AllPub,2Story,6,6,1978,TA,TA,Typ,Attchd,WD,165000
1054,8562,AllPub,1Story,5,6,2002,Ex,TA,Min2,Basment,WD,144500
1055,11367,AllPub,2Story,8,5,2002,Ex,Gd,Typ,Attchd,WD,255000
1056,11361,AllPub,1Story,6,5,1976,TA,TA,Typ,Attchd,COD,180000
1057,7052,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,185850
1058,29959,AllPub,2Story,7,6,1994,Ex,Gd,Typ,BuiltIn,WD,248000
1059,11308,AllPub,2Story,9,5,2008,Ex,Ex,Typ,Attchd,WD,335000
1060,11275,AllPub,1.5Fin,6,7,1950,TA,TA,Typ,Detchd,WD,220000
1061,4920,AllPub,1Story,8,5,2001,Ex,Gd,Typ,Attchd,WD,213500
1062,18000,AllPub,1Story,3,4,1950,TA,TA,Typ,Detchd,ConLD,81000
1063,13600,AllPub,2Story,5,5,1950,TA,TA,Min2,Detchd,WD,90000
1064,6000,AllPub,1Story,6,6,1980,Gd,Gd,Typ,Detchd,WD,110500
1065,11000,AllPub,1Story,5,6,1966,Ex,TA,Typ,Attchd,WD,154000
1066,14000,AllPub,2Story,7,5,1997,Ex,Gd,Typ,Attchd,WD,328000
1067,7837,AllPub,2Story,6,7,1994,Gd,TA,Typ,Attchd,WD,178000
1068,9760,AllPub,2Story,6,6,1964,TA,TA,Typ,Attchd,WD,167900
1069,3964,AllPub,2Story,6,4,1973,Gd,TA,Maj1,Attchd,WD,151400
1070,9600,AllPub,1.5Unf,5,7,2003,TA,Gd,Typ,Detchd,WD,135000
1071,10152,AllPub,1Story,5,5,1956,TA,TA,Typ,Attchd,WD,135000
1072,11700,AllPub,2Story,6,6,1968,Ex,TA,Typ,Attchd,WD,154000
1073,7585,AllPub,1.5Fin,5,3,1950,Fa,TA,Typ,Detchd,WD,91500
1074,7950,AllPub,2Story,6,6,1977,TA,TA,Typ,Attchd,WD,159500
1075,8556,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,WD,194000
1076,13125,AllPub,2Story,7,6,1984,TA,TA,Typ,Attchd,CWD,219500
1077,10800,AllPub,1.5Fin,5,8,1989,Gd,Gd,Min1,Attchd,WD,170000
1078,15870,AllPub,1Story,5,5,1969,Ex,TA,Typ,Attchd,WD,138800
1079,4435,AllPub,1Story,6,5,2004,Ex,Gd,Typ,Attchd,WD,155900
1080,8775,AllPub,1Story,5,5,1994,Gd,TA,Typ,Attchd,WD,126000
1081,11040,AllPub,1Story,6,7,2004,Ex,Gd,Typ,Attchd,COD,145000
1082,7500,AllPub,1Story,5,5,1963,Fa,TA,Typ,Attchd,WD,133000
1083,8749,AllPub,1Story,7,5,2002,Ex,Gd,Typ,Attchd,WD,192000
1084,8800,AllPub,1Story,6,6,1964,TA,TA,Typ,Attchd,WD,160000
1085,13031,AllPub,2Story,6,5,1996,Gd,TA,Typ,Attchd,WD,187500
1086,9069,AllPub,SFoyer,6,6,1992,Ex,Gd,Typ,Attchd,WD,147000
1087,1974,AllPub,2Story,4,5,1973,TA,TA,Typ,Attchd,WD,83500
1088,10574,AllPub,2Story,8,5,2006,Ex,Gd,Typ,Attchd,WD,252000
1089,2522,AllPub,2Story,7,5,2004,Ex,Gd,Maj1,Detchd,WD,137500
1090,3316,AllPub,1Story,8,5,2005,Ex,Gd,Typ,Attchd,WD,197000
1091,8544,AllPub,1Story,3,4,1950,Fa,TA,Typ,Detchd,WD,92900
1092,2160,AllPub,2Story,7,5,2000,Ex,Gd,Typ,Detchd,WD,160000
1093,8400,AllPub,1.5Fin,6,5,1950,Fa,TA,Typ,Detchd,WD,136500
1094,9230,AllPub,1Story,5,8,1998,Gd,Gd,Typ,Detchd,WD,146000
1095,5868,AllPub,1Story,5,7,2000,Ex,TA,Typ,Attchd,WD,129000
1096,9317,AllPub,1Story,6,5,2006,Gd,Gd,Typ,Attchd,WD,176432
1097,6882,AllPub,2Story,6,7,2006,TA,Gd,Typ,NA,WD,127000
1098,3696,AllPub,1Story,8,5,1986,Ex,Gd,Typ,Attchd,WD,170000
1099,6000,AllPub,1.5Fin,4,6,1950,TA,TA,Typ,Detchd,WD,128000
1100,11880,AllPub,1Story,7,5,1978,TA,TA,Typ,Attchd,COD,157000
1101,8400,AllPub,1Story,2,5,1950,TA,Fa,Typ,Detchd,WD,60000
1102,9758,AllPub,1Story,5,5,1971,TA,TA,Typ,Detchd,WD,119500
1103,7000,AllPub,1Story,5,7,2002,Ex,TA,Typ,Attchd,WD,135000
1104,8910,AllPub,1Story,6,6,1959,Ex,TA,Typ,BuiltIn,WD,159500
1105,2016,AllPub,2Story,5,5,1970,TA,TA,Typ,Detchd,WD,106000
1106,12256,AllPub,2Story,8,5,1995,Ex,Gd,Typ,Attchd,WD,325000
1107,10357,AllPub,1Story,7,5,1991,Gd,Gd,Typ,Attchd,WD,179900
1108,23257,AllPub,2Story,7,5,2006,Ex,Gd,Typ,BuiltIn,New,274725
1109,8063,AllPub,2Story,6,5,2000,Ex,TA,Typ,Attchd,WD,181000
1110,11362,AllPub,1Story,8,5,2005,Ex,Gd,Typ,Attchd,WD,280000
1111,8000,AllPub,2Story,6,5,1996,Gd,TA,Typ,Attchd,WD,188000
1112,10480,AllPub,2Story,7,6,1976,TA,TA,Typ,Attchd,WD,205000
1113,7100,AllPub,1Story,5,7,1957,TA,TA,Typ,Detchd,WD,129900
1114,8923,AllPub,1Story,5,7,2006,Gd,Gd,Typ,Attchd,WD,134500
1115,5400,AllPub,1Story,5,7,2000,Ex,Gd,Typ,Detchd,WD,117000
1116,12085,AllPub,1Story,8,5,2007,Ex,Ex,Typ,Attchd,New,318000
1117,7750,AllPub,SLvl,8,5,2002,Ex,Gd,Typ,BuiltIn,WD,184100
1118,9764,AllPub,1Story,5,7,2003,Ex,Gd,Typ,Attchd,WD,130000
1119,13825,AllPub,SLvl,5,6,1987,TA,TA,Min2,BuiltIn,WD,140000
1120,7560,AllPub,1Story,5,5,1959,TA,TA,Typ,Attchd,WD,133700
1121,8263,AllPub,1Story,6,5,1950,TA,TA,Typ,Detchd,WD,118400
1122,10084,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,New,212900
1123,8926,AllPub,1Story,4,3,1956,Ex,TA,Typ,Basment,COD,112000
1124,9405,AllPub,1Story,5,9,2008,Ex,TA,Typ,NA,WD,118000
1125,9125,AllPub,SLvl,7,5,1992,Gd,Gd,Typ,Attchd,WD,163900
1126,10434,AllPub,1Story,4,5,1955,TA,Fa,Typ,Detchd,WD,115000
1127,3684,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,WD,174000
1128,14572,AllPub,1Story,7,5,2004,Ex,Gd,Typ,Attchd,WD,259000
1129,11796,AllPub,2Story,7,5,2005,Ex,Gd,Typ,BuiltIn,WD,215000
1130,7200,AllPub,SFoyer,5,5,1980,TA,TA,Typ,Detchd,WD,140000
1131,7804,AllPub,1.5Fin,4,3,1950,TA,Gd,Min2,Detchd,WD,135000
1132,10712,AllPub,1Story,5,5,1992,TA,TA,Typ,NA,Oth,93500
1133,9900,AllPub,2Story,6,4,1950,TA,Fa,Typ,Detchd,WD,117500
1134,9828,AllPub,2Story,8,5,1995,Ex,Gd,Typ,Attchd,WD,239500
1135,8773,AllPub,2Story,6,5,1997,Gd,TA,Typ,Attchd,WD,169000
1136,6180,AllPub,1Story,6,5,1950,TA,TA,Typ,Detchd,WD,102000
1137,9600,AllPub,1.5Fin,6,5,1950,TA,TA,Typ,Attchd,WD,119000
1138,6342,AllPub,1.5Fin,5,8,1996,Gd,TA,Typ,NA,WD,94000
1139,9819,AllPub,1Story,6,5,1977,TA,Gd,Typ,Attchd,WD,196000
1140,8731,AllPub,1Story,5,5,1950,TA,TA,Maj1,Detchd,WD,144000
1141,7350,AllPub,1Story,5,7,1951,TA,TA,Typ,Detchd,COD,139000
1142,10304,AllPub,2Story,5,7,1976,Ex,Gd,Typ,Attchd,WD,197500
1143,9965,AllPub,2Story,8,5,2007,Ex,Gd,Typ,BuiltIn,New,424870
1144,9000,AllPub,1Story,5,3,1959,TA,TA,Typ,NA,WD,80000
1145,12180,AllPub,1.5Fin,4,4,1950,Fa,Fa,Typ,Detchd,WD,80000
1146,6240,AllPub,1.5Fin,5,6,1950,Ex,TA,Typ,Detchd,WD,149000
1147,11200,AllPub,1Story,6,5,1985,TA,Gd,Typ,Attchd,WD,180000
1148,12000,AllPub,2Story,7,7,1950,Ex,Fa,Typ,Attchd,WD,174500
1149,5700,AllPub,1.5Fin,7,7,1950,TA,TA,Typ,Detchd,WD,116900
1150,9000,AllPub,2Story,7,9,1988,Ex,TA,Typ,Detchd,WD,143000
1151,8280,AllPub,1Story,6,5,1950,Ex,Gd,Typ,Attchd,WD,124000
1152,17755,AllPub,1Story,5,4,1959,TA,Fa,Typ,Attchd,WD,149900
1153,14115,AllPub,1Story,6,7,2004,Ex,Ex,Typ,Attchd,WD,230000
1154,5890,AllPub,1Story,6,8,2007,Ex,TA,Typ,Detchd,WD,120500
1155,13700,AllPub,2Story,7,6,1988,TA,Gd,Typ,Attchd,WD,201800
1156,10768,AllPub,1Story,5,8,2004,TA,Gd,Typ,Attchd,WD,218000
1157,9350,AllPub,SLvl,5,8,1999,Gd,Gd,Typ,Attchd,WD,179900
1158,5001,AllPub,1Story,7,5,2008,Ex,Gd,Typ,Attchd,WD,230000
1159,11932,AllPub,1Story,8,5,2008,Ex,Gd,Typ,Attchd,ConLD,235128
1160,9120,AllPub,2Story,6,6,1974,TA,Gd,Typ,Attchd,WD,185000
1161,2280,AllPub,2Story,6,5,1978,Fa,TA,Typ,Attchd,WD,146000
1162,14778,AllPub,1Story,6,7,2006,Ex,Gd,Typ,Detchd,WD,224000
1163,8724,AllPub,1Story,5,5,1968,Gd,TA,Typ,Attchd,WD,129000
1164,12900,AllPub,SFoyer,4,4,1969,TA,TA,Typ,CarPort,WD,108959
1165,16157,AllPub,SLvl,5,7,1978,Ex,Gd,Typ,Attchd,WD,194000
1166,9541,AllPub,1Story,7,5,2009,Ex,Gd,Typ,Attchd,New,233170
1167,10475,AllPub,1Story,8,5,2008,Ex,Gd,Typ,Attchd,WD,245350
1168,10852,AllPub,2Story,6,5,2000,Ex,TA,Typ,Attchd,WD,173000
1169,13728,AllPub,2Story,6,7,1986,Ex,Gd,Typ,Basment,WD,235000
1170,35760,AllPub,2Story,10,5,1996,Ex,Gd,Typ,Attchd,WD,625000
1171,9880,AllPub,SLvl,6,6,1977,TA,TA,Typ,Attchd,WD,171000
1172,9120,AllPub,1Story,6,6,1958,Ex,TA,Typ,Attchd,WD,163000
1173,4017,AllPub,2Story,7,5,2007,Ex,Gd,Typ,Detchd,WD,171900
1174,18030,AllPub,1.5Fin,5,6,1994,TA,Ex,Maj1,NA,WD,200500
1175,16560,AllPub,2Story,6,8,1950,TA,TA,Typ,Detchd,WD,239000
1176,10678,AllPub,1.5Fin,8,5,2000,Ex,Gd,Typ,Attchd,WD,285000
1177,6951,AllPub,1Story,5,5,1985,TA,TA,Typ,Attchd,WD,119500
1178,3950,AllPub,1.5Fin,6,8,2004,TA,TA,Typ,Detchd,WD,115000
1179,7681,AllPub,1.5Fin,5,6,1950,Ex,TA,Typ,Detchd,WD,154900
1180,8335,AllPub,1Story,5,5,1954,Gd,TA,Min2,NA,WD,93000
1181,11170,AllPub,2Story,7,5,1991,Ex,TA,Typ,Attchd,WD,250000
1182,5587,AllPub,1Story,8,5,2008,Ex,Gd,Typ,Attchd,New,392500
1183,15623,AllPub,2Story,10,5,1996,Ex,Ex,Typ,Attchd,WD,745000
1184,10800,AllPub,1Story,5,6,1950,Ex,TA,Typ,Detchd,WD,120000
1185,35133,AllPub,1Story,5,4,1963,Gd,TA,Typ,2Types,WD,186700
1186,9738,AllPub,1.5Fin,5,7,1950,Gd,TA,Typ,Attchd,WD,104900
1187,10615,AllPub,2Story,3,5,1970,TA,TA,Typ,CarPort,WD,95000
1188,12461,AllPub,1Story,8,5,1995,Ex,Gd,Typ,Attchd,WD,262000
1189,8935,AllPub,2Story,7,5,2002,Ex,Gd,Typ,Attchd,WD,195000
1190,7500,AllPub,2Story,7,5,1999,Gd,Gd,Typ,Attchd,WD,189000
1191,32463,AllPub,1Story,4,4,1975,Ex,TA,Typ,2Types,WD,168000
1192,2645,AllPub,2Story,8,5,2000,Ex,Gd,Typ,Detchd,WD,174000
1193,9600,AllPub,1.5Fin,5,8,1994,Gd,Gd,Typ,Detchd,WD,125000
1194,4500,AllPub,1Story,6,5,1999,Ex,TA,Typ,Attchd,WD,165000
1195,9364,AllPub,2Story,6,7,1969,TA,TA,Typ,Attchd,WD,158000
1196,8029,AllPub,2Story,6,5,2005,Ex,Gd,Typ,Attchd,WD,176000
1197,14054,AllPub,2Story,7,5,2006,Ex,Gd,Typ,BuiltIn,New,219210
1198,8850,AllPub,2.5Unf,7,6,1950,Ex,TA,Typ,Detchd,ConLw,144000
1199,9100,AllPub,1Story,7,5,2001,Ex,Gd,Typ,Attchd,WD,178000
1200,11235,AllPub,1Story,4,5,1979,Gd,TA,Typ,Attchd,WD,148000
1201,9353,AllPub,1Story,4,5,1970,Gd,TA,Typ,Attchd,Oth,116050
1202,10400,AllPub,2Story,7,5,1998,Ex,Gd,Typ,Attchd,WD,197900
1203,6000,AllPub,1.5Fin,5,8,1997,Ex,TA,Typ,Detchd,WD,117000
1204,9750,AllPub,1Story,7,5,2001,Ex,Gd,Typ,Attchd,WD,213000
1205,10140,AllPub,1Story,5,6,1975,Ex,TA,Typ,Attchd,WD,153500
1206,14684,AllPub,1Story,7,7,1991,Gd,Gd,Typ,Attchd,WD,271900
1207,8900,AllPub,1Story,4,4,1966,TA,TA,Typ,Detchd,WD,107000
1208,9135,AllPub,1Story,6,5,2003,Ex,Gd,Typ,Attchd,WD,200000
1209,7763,AllPub,1Story,5,7,1980,TA,TA,Typ,Detchd,WD,140000
1210,10182,AllPub,1Story,8,5,2006,Ex,Gd,Typ,Attchd,New,290000
1211,11218,AllPub,2Story,6,5,1992,Ex,Gd,Typ,Attchd,WD,189000
1212,12134,AllPub,1.5Fin,8,7,2005,Gd,TA,Typ,Basment,WD,164000
1213,9340,AllPub,1Story,4,6,1950,TA,TA,Typ,Attchd,WD,113000
1214,10246,AllPub,SLvl,4,9,2001,Ex,TA,Typ,Attchd,WD,145000
1215,10205,AllPub,SFoyer,5,5,1962,TA,TA,Typ,Attchd,WD,134500
1216,7094,AllPub,1Story,5,5,1966,TA,TA,Typ,Detchd,WD,125000
1217,8930,AllPub,1.5Fin,6,5,1978,TA,TA,Typ,Attchd,WD,112000
1218,8640,AllPub,1Story,8,5,2009,Ex,Gd,Typ,Attchd,New,229456
1219,6240,AllPub,1.5Fin,4,5,1950,Gd,TA,Typ,NA,WD,80500
1220,1680,AllPub,2Story,6,5,1971,TA,TA,Typ,NA,WD,91500
1221,7800,AllPub,1Story,5,5,1964,TA,TA,Typ,Attchd,WD,115000
1222,8250,AllPub,1Story,5,5,1968,Ex,TA,Typ,Attchd,WD,134000
1223,10496,AllPub,1.5Fin,6,6,1950,Ex,TA,Typ,Attchd,WD,143000
1224,10680,AllPub,1Story,5,3,1951,TA,TA,Mod,Detchd,WD,137900
1225,15384,AllPub,2Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,184000
1226,10482,AllPub,SLvl,6,8,1958,Ex,TA,Typ,Attchd,WD,145000
1227,14598,AllPub,2Story,6,5,2007,Ex,Gd,Typ,BuiltIn,WD,214000
1228,8872,AllPub,1Story,5,8,2008,Ex,Gd,Typ,Detchd,WD,147000
1229,8769,AllPub,1Story,9,5,2008,Ex,Ex,Typ,Attchd,New,367294
1230,7910,AllPub,SLvl,5,5,1960,Gd,TA,Maj1,Basment,WD,127000
1231,18890,AllPub,1.5Fin,5,5,1977,Ex,TA,Typ,BuiltIn,WD,190000
1232,7728,AllPub,SLvl,5,6,1962,TA,TA,Typ,Attchd,WD,132500
1233,9842,AllPub,1Story,4,5,1962,TA,TA,Typ,CarPort,WD,101800
1234,12160,AllPub,1Story,5,5,1959,Fa,TA,Typ,Attchd,COD,142000
1235,8525,AllPub,2Story,5,6,1950,TA,TA,Typ,NA,WD,130000
1236,13132,AllPub,2Story,5,5,1950,Gd,TA,Typ,Detchd,WD,138887
1237,2628,AllPub,2Story,7,5,2003,Ex,Gd,Typ,BuiltIn,WD,175500
1238,12393,AllPub,2Story,7,5,2005,Ex,Gd,Typ,BuiltIn,WD,195000
1239,13072,AllPub,1Story,6,5,2005,Ex,TA,Typ,Detchd,WD,142500
1240,9037,AllPub,1Story,8,5,2006,Ex,Ex,Typ,Attchd,WD,265900
1241,8158,AllPub,2Story,7,5,2003,Ex,Gd,Typ,Attchd,WD,224900
1242,9849,AllPub,1Story,7,6,2007,Ex,Gd,Typ,Attchd,New,248328
1243,10625,AllPub,SFoyer,7,6,1974,TA,Gd,Typ,Attchd,WD,170000
1244,13891,AllPub,1Story,10,5,2006,Ex,Ex,Typ,Attchd,New,465000
1245,11435,AllPub,2Story,8,7,1950,Fa,Gd,Typ,Detchd,WD,230000
1246,12090,AllPub,SLvl,6,7,2003,Ex,TA,Typ,BuiltIn,WD,178000
1247,8125,AllPub,2Story,7,5,2006,Ex,Gd,Typ,Attchd,New,186500
1248,12328,AllPub,SLvl,6,5,1976,TA,TA,Typ,Attchd,WD,169900
1249,9600,AllPub,2.5Unf,6,5,1950,Fa,TA,Typ,Detchd,WD,129500
1250,7200,AllPub,1Story,5,7,1950,TA,TA,Typ,Attchd,WD,119000
1251,11160,AllPub,1Story,7,5,1968,Ex,Ex,Typ,Attchd,WD,244000
1252,3136,AllPub,1Story,7,5,2003,Ex,Gd,Typ,Attchd,WD,171750
1253,9858,AllPub,1Story,5,6,1968,TA,TA,Typ,Attchd,WD,130000
1254,17542,AllPub,2Story,7,7,2003,TA,Gd,Typ,Attchd,WD,294000
1255,6931,AllPub,2Story,7,5,2004,Ex,Gd,Typ,BuiltIn,WD,165400
1256,6240,AllPub,1.5Fin,6,6,1950,TA,TA,Typ,Detchd,WD,127500
1257,14303,AllPub,1Story,8,5,1994,Ex,Gd,Typ,Attchd,WD,301500
1258,4060,AllPub,1Story,5,8,1950,Ex,TA,Typ,NA,WD,99900
1259,9587,AllPub,SLvl,7,5,2005,Ex,Gd,Typ,Attchd,WD,190000
1260,9750,AllPub,1Story,6,8,1969,Gd,TA,Typ,Attchd,WD,151000
1261,24682,AllPub,2Story,6,5,1999,Ex,TA,Typ,BuiltIn,WD,181000
1262,9600,AllPub,1Story,5,6,1956,Gd,TA,Typ,Attchd,WD,128900
1263,11250,AllPub,1.5Fin,4,5,1989,Ex,TA,Min2,Attchd,WD,161500
1264,13515,AllPub,2Story,6,6,1950,Ex,TA,Typ,Detchd,WD,180500
1265,4060,AllPub,1Story,6,5,1999,Ex,Gd,Typ,Attchd,COD,181000
1266,3735,AllPub,2Story,7,5,1999,Ex,Gd,Typ,Detchd,WD,183900
1267,10120,AllPub,2.5Unf,7,4,1950,TA,TA,Typ,Detchd,WD,122000
